aspect,adjective,aspect_adj,restaurant_id,review_id,sentiment_score,sentiment_label
fun,super,super fun,FHnEVGIw5h1L5u20dz-YFw,JOwgpdrpSpPtd-dYWPoSMA,0.9998784065246582,positive
patio vibe,fun,fun patio vibe,FHnEVGIw5h1L5u20dz-YFw,JOwgpdrpSpPtd-dYWPoSMA,0.9998294115066528,positive
puppy,hush,hush puppy,FHnEVGIw5h1L5u20dz-YFw,JOwgpdrpSpPtd-dYWPoSMA,0.9830969572067261,negative
fish-,fried,fried fish-,FHnEVGIw5h1L5u20dz-YFw,JOwgpdrpSpPtd-dYWPoSMA,0.9546684622764587,negative
chicken sandwich,hot,hot chicken sandwich,FHnEVGIw5h1L5u20dz-YFw,JOwgpdrpSpPtd-dYWPoSMA,0.722086489200592,neutral
visit,first,first visit,FHnEVGIw5h1L5u20dz-YFw,O42410QQAFKS9Kon6Vw58w,0.9957862496376038,positive
food,tasty,tasty food,FHnEVGIw5h1L5u20dz-YFw,O42410QQAFKS9Kon6Vw58w,0.9998761415481567,positive
service,quick,quick service,FHnEVGIw5h1L5u20dz-YFw,O42410QQAFKS9Kon6Vw58w,0.9939091205596924,positive
space,small,small space,htTJoyekMl0v7qcDvYoIVA,4dpATYAGFJw3WaTabeJuXQ,0.5918973684310913,neutral
space,good,good space,htTJoyekMl0v7qcDvYoIVA,4dpATYAGFJw3WaTabeJuXQ,0.9998663663864136,positive
option,bake,bake option,htTJoyekMl0v7qcDvYoIVA,4dpATYAGFJw3WaTabeJuXQ,0.995614767074585,negative
option,latter,latter option,htTJoyekMl0v7qcDvYoIVA,4dpATYAGFJw3WaTabeJuXQ,0.6411982774734497,neutral
year,better,better year,htTJoyekMl0v7qcDvYoIVA,AW4YO3vvuEwDMi9iOradrg,0.9991891980171204,positive
credit,due,due credit,htTJoyekMl0v7qcDvYoIVA,rjiL5HVkTlFVGtYgK1t5Yw,0.9995168447494507,positive
selection,good,good selection,htTJoyekMl0v7qcDvYoIVA,rjiL5HVkTlFVGtYgK1t5Yw,0.999840259552002,positive
service,fast,fast service,htTJoyekMl0v7qcDvYoIVA,rjiL5HVkTlFVGtYgK1t5Yw,0.9991244673728943,positive
end,free,free end,kETAh5tmJry7Nf4Y2Y_3Yg,vm5KcfLx6-WLFdxyrZSxyA,0.6879007816314697,neutral
option,delicious,delicious option,kETAh5tmJry7Nf4Y2Y_3Yg,vm5KcfLx6-WLFdxyrZSxyA,0.9998726844787598,positive
option,gluten,gluten option,kETAh5tmJry7Nf4Y2Y_3Yg,kkMmnFoFhGsdg3ACS6Xwzw,0.9892327785491943,negative
option,free,free option,kETAh5tmJry7Nf4Y2Y_3Yg,kkMmnFoFhGsdg3ACS6Xwzw,0.9771908521652222,positive
i,sick,sick i,kETAh5tmJry7Nf4Y2Y_3Yg,d7SIQ12NS8ijeLcFFwE4ug,0.9997217059135437,negative
idea,good,good idea,UTm_Icm3EZHeTKMzEBjIEw,ZzldDj0_l3tFBXDNQX3z_A,0.9998435974121094,positive
eats,solid,solid eats,UTm_Icm3EZHeTKMzEBjIEw,z5slFSqQt_87Zl115i8RFw,0.9998406171798706,positive
weekend,last,last weekend,UTm_Icm3EZHeTKMzEBjIEw,z5slFSqQt_87Zl115i8RFw,0.9898234009742737,positive
food,frozen,frozen food,UTm_Icm3EZHeTKMzEBjIEw,sCMpxBZz40vVoZBAKJ5-nQ,0.9782450795173645,negative
food,much,much food,UTm_Icm3EZHeTKMzEBjIEw,sCMpxBZz40vVoZBAKJ5-nQ,0.9997674822807312,positive
amount,nice,nice amount,UTm_Icm3EZHeTKMzEBjIEw,sCMpxBZz40vVoZBAKJ5-nQ,0.9998669624328613,positive
amount,good,good amount,UTm_Icm3EZHeTKMzEBjIEw,sCMpxBZz40vVoZBAKJ5-nQ,0.9998356103897095,positive
takeout,solid,solid takeout,cT5PCUVcozFYUFlCKigodg,krsjnKieTQZwL8JnzFNLUQ,0.9998574256896973,positive
takeout,chinese,chinese takeout,cT5PCUVcozFYUFlCKigodg,krsjnKieTQZwL8JnzFNLUQ,0.9994868040084839,positive
food,average,average food,cT5PCUVcozFYUFlCKigodg,G1R6Mb0F10lGpoFwBol__w,0.9969093203544617,positive
eatery,casual,casual eatery,cT5PCUVcozFYUFlCKigodg,K7U8Fip8gp4fkbuAsTAsSw,0.9972761273384094,positive
eatery,chinese,chinese eatery,cT5PCUVcozFYUFlCKigodg,K7U8Fip8gp4fkbuAsTAsSw,0.9949636459350586,positive
dish,traditional,traditional dish,cT5PCUVcozFYUFlCKigodg,K7U8Fip8gp4fkbuAsTAsSw,0.9876880049705505,positive
dish,chinese,chinese dish,cT5PCUVcozFYUFlCKigodg,K7U8Fip8gp4fkbuAsTAsSw,0.978168785572052,positive
trader,closest,closest trader,Kn0W03z7m3L2lUQu1nyD5g,BYwoaBxEKtkKYTCvRwtorA,0.9956859350204468,positive
time,many,many time,Kn0W03z7m3L2lUQu1nyD5g,BYwoaBxEKtkKYTCvRwtorA,0.9587773680686951,positive
year,past,past year,Kn0W03z7m3L2lUQu1nyD5g,BYwoaBxEKtkKYTCvRwtorA,0.9741629958152771,positive
trader,favorite,favorite trader,Kn0W03z7m3L2lUQu1nyD5g,hCWK1xDrZ8kMEj4SBa9EyA,0.9986166954040527,positive
store,clean,clean store,Kn0W03z7m3L2lUQu1nyD5g,hCWK1xDrZ8kMEj4SBa9EyA,0.998955249786377,positive
parking,free,free parking,Kn0W03z7m3L2lUQu1nyD5g,-ywUBL51ctof7Q-Cl6PHUg,0.9848117828369141,positive
time,first,first time,4OF7gij3pj8f-haNC-WLqA,9YfvQQm_GP_pyFfgUQF0sw,0.9996090531349182,positive
server,kind,kind server,4OF7gij3pj8f-haNC-WLqA,9YfvQQm_GP_pyFfgUQF0sw,0.9902198910713196,positive
server,informative,informative server,4OF7gij3pj8f-haNC-WLqA,9YfvQQm_GP_pyFfgUQF0sw,0.9983008503913879,positive
sauce,etc,etc sauce,4OF7gij3pj8f-haNC-WLqA,9YfvQQm_GP_pyFfgUQF0sw,0.5158828496932983,neutral
chicken chain,delish,delish chicken chain,4OF7gij3pj8f-haNC-WLqA,HGK1PCO6VDRIx_6909vvIg,0.9973026514053345,negative
chicken chain,grilled,grilled chicken chain,4OF7gij3pj8f-haNC-WLqA,HGK1PCO6VDRIx_6909vvIg,0.9629955291748047,negative
location,2nd,2nd location,4OF7gij3pj8f-haNC-WLqA,HGK1PCO6VDRIx_6909vvIg,0.7844774723052979,neutral
place,amazing,amazing place,4OF7gij3pj8f-haNC-WLqA,HGK1PCO6VDRIx_6909vvIg,0.9998800754547119,positive
flight,happy,happy flight,4OF7gij3pj8f-haNC-WLqA,giAOojpow19TmaJeNtaqag,0.9998717308044434,positive
food,good,good food,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.999862551689148,positive
service,friendly,friendly service,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.9998258948326111,positive
location,great,great location,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.9998713731765747,positive
pasta,gluten,gluten pasta,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.9878828525543213,negative
pasta,free,free pasta,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.99007248878479,positive
pasta,happy,happy pasta,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.9998729228973389,positive
bread,rare,rare bread,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.9967260360717773,positive
parking,tough,tough parking,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.995924711227417,negative
parking,little,little parking,020u8CwE7epnFc0so4sRrw,PwqHYXZCcXwRvPOSO4NmLw,0.8346244096755981,neutral
i,celiac,celiac i,020u8CwE7epnFc0so4sRrw,mILl6xALHSWwMbJylDOqGQ,0.9941918253898621,negative
i,happy,happy i,020u8CwE7epnFc0so4sRrw,mILl6xALHSWwMbJylDOqGQ,0.9998669624328613,positive
menu,entire,entire menu,020u8CwE7epnFc0so4sRrw,mILl6xALHSWwMbJylDOqGQ,0.9923533797264099,positive
menu,gluten,gluten menu,020u8CwE7epnFc0so4sRrw,mILl6xALHSWwMbJylDOqGQ,0.9959153532981873,negative
menu,free,free menu,020u8CwE7epnFc0so4sRrw,mILl6xALHSWwMbJylDOqGQ,0.9860466122627258,positive
dish,wrong,wrong dish,020u8CwE7epnFc0so4sRrw,mILl6xALHSWwMbJylDOqGQ,0.9996148347854614,negative
time,multiple,multiple time,020u8CwE7epnFc0so4sRrw,mILl6xALHSWwMbJylDOqGQ,0.9433068633079529,positive
spot,perfect,perfect spot,020u8CwE7epnFc0so4sRrw,VEvVbvmuqGWuIXsIyR1l6A,0.9998693466186523,positive
vibe,pre,pre vibe,020u8CwE7epnFc0so4sRrw,VEvVbvmuqGWuIXsIyR1l6A,0.9481818079948425,positive
vibe,-,- vibe,020u8CwE7epnFc0so4sRrw,VEvVbvmuqGWuIXsIyR1l6A,0.9983401298522949,positive
vibe,theater,theater vibe,020u8CwE7epnFc0so4sRrw,VEvVbvmuqGWuIXsIyR1l6A,0.9982989430427551,positive
style interior,rustic,rustic style interior,020u8CwE7epnFc0so4sRrw,VEvVbvmuqGWuIXsIyR1l6A,0.9955735206604004,positive
mood,cozy,cozy mood,020u8CwE7epnFc0so4sRrw,VEvVbvmuqGWuIXsIyR1l6A,0.9997901320457458,positive
location,nice,nice location,zjBWPx00sMCKQZ4E0vpzMQ,uH4KaenoLafo3P9XLhvadg,0.9998598098754883,positive
location,clean,clean location,zjBWPx00sMCKQZ4E0vpzMQ,uH4KaenoLafo3P9XLhvadg,0.9997698664665222,positive
employee,nice,nice employee,zjBWPx00sMCKQZ4E0vpzMQ,uH4KaenoLafo3P9XLhvadg,0.9997511506080627,positive
hamburger,regular,regular hamburger,zjBWPx00sMCKQZ4E0vpzMQ,YLZW_Zhr4h16jcd-TSIHLw,0.5009542107582092,neutral
ass day,long,long ass day,zjBWPx00sMCKQZ4E0vpzMQ,YLZW_Zhr4h16jcd-TSIHLw,0.9950856566429138,negative
patty,single,single patty,zjBWPx00sMCKQZ4E0vpzMQ,YLZW_Zhr4h16jcd-TSIHLw,0.6895806193351746,neutral
ass bun,dry,dry ass bun,zjBWPx00sMCKQZ4E0vpzMQ,YLZW_Zhr4h16jcd-TSIHLw,0.9993739724159241,negative
guy,nice,nice guy,zjBWPx00sMCKQZ4E0vpzMQ,h3bRUCI1q2EXYyJSYYMTUg,0.9997292160987854,positive
food,good,good food,zjBWPx00sMCKQZ4E0vpzMQ,h3bRUCI1q2EXYyJSYYMTUg,0.999862551689148,positive
onion,diced,diced onion,zjBWPx00sMCKQZ4E0vpzMQ,h3bRUCI1q2EXYyJSYYMTUg,0.9263419508934021,negative
food,great,great food,vUvsJmWQDM6XQJIpg5Br_Q,qeX06EcyVpznIJzZL1vTiA,0.9998766183853149,positive
ambience,nice,nice ambience,vUvsJmWQDM6XQJIpg5Br_Q,qeX06EcyVpznIJzZL1vTiA,0.9998451471328735,positive
service,friendly,friendly service,vUvsJmWQDM6XQJIpg5Br_Q,qeX06EcyVpznIJzZL1vTiA,0.9998258948326111,positive
neighborhood spot,great,great neighborhood spot,vUvsJmWQDM6XQJIpg5Br_Q,qeX06EcyVpznIJzZL1vTiA,0.9998795986175537,positive
cocktail,tasty,tasty cocktail,vUvsJmWQDM6XQJIpg5Br_Q,qeX06EcyVpznIJzZL1vTiA,0.9998268485069275,positive
cocktail,sure,sure cocktail,vUvsJmWQDM6XQJIpg5Br_Q,qeX06EcyVpznIJzZL1vTiA,0.9982489347457886,positive
portion,small,small portion,vUvsJmWQDM6XQJIpg5Br_Q,hHQMwgRG08rliFGS05QH6A,0.6192594766616821,neutral
review,different,different review,vUvsJmWQDM6XQJIpg5Br_Q,hHQMwgRG08rliFGS05QH6A,0.9962563514709473,positive
north location,not sure,not sure north location,vUvsJmWQDM6XQJIpg5Br_Q,hHQMwgRG08rliFGS05QH6A,0.9927592277526855,negative
north location,same,same north location,vUvsJmWQDM6XQJIpg5Br_Q,hHQMwgRG08rliFGS05QH6A,0.9887527227401733,negative
menu,same,same menu,vUvsJmWQDM6XQJIpg5Br_Q,hHQMwgRG08rliFGS05QH6A,0.996012806892395,negative
restaurant,cute,cute restaurant,26AX3IYq2L_ZgUj7hFr9aQ,jFD0QEGSjktNR8hQaR5RiA,0.9998445510864258,positive
restaurant,spanish,spanish restaurant,26AX3IYq2L_ZgUj7hFr9aQ,jFD0QEGSjktNR8hQaR5RiA,0.9951666593551636,positive
reservation,able,able reservation,26AX3IYq2L_ZgUj7hFr9aQ,jFD0QEGSjktNR8hQaR5RiA,0.9993957281112671,positive
dish,certain,certain dish,26AX3IYq2L_ZgUj7hFr9aQ,jFD0QEGSjktNR8hQaR5RiA,0.9244324564933777,positive
food,great,great food,26AX3IYq2L_ZgUj7hFr9aQ,Qhgx7X8i7MIhIGH5fKuyNA,0.9998766183853149,positive
food,amazing,amazing food,26AX3IYq2L_ZgUj7hFr9aQ,Qhgx7X8i7MIhIGH5fKuyNA,0.999880313873291,positive
food,next,next food,26AX3IYq2L_ZgUj7hFr9aQ,Qhgx7X8i7MIhIGH5fKuyNA,0.995871365070343,positive
restaurant,small,small restaurant,26AX3IYq2L_ZgUj7hFr9aQ,Qhgx7X8i7MIhIGH5fKuyNA,0.9097221493721008,positive
restaurant,unique,unique restaurant,26AX3IYq2L_ZgUj7hFr9aQ,Qhgx7X8i7MIhIGH5fKuyNA,0.9996829032897949,positive
level,next,next level,26AX3IYq2L_ZgUj7hFr9aQ,Qhgx7X8i7MIhIGH5fKuyNA,0.9920358061790466,positive
ambience,great,great ambience,26AX3IYq2L_ZgUj7hFr9aQ,pMpHGBKPIA_oqhYwXwvfCA,0.9998593330383301,positive
juice,much,much juice,26AX3IYq2L_ZgUj7hFr9aQ,pMpHGBKPIA_oqhYwXwvfCA,0.9993196725845337,positive
juice,sweet,sweet juice,26AX3IYq2L_ZgUj7hFr9aQ,pMpHGBKPIA_oqhYwXwvfCA,0.9998188614845276,positive
pizza,favorite,favorite pizza,Z-SJv3keY-u2bIAnkrDq_Q,eKfBl2CePiOTAl-ad3WMLw,0.9985238909721375,positive
owner,welcoming,welcoming owner,Z-SJv3keY-u2bIAnkrDq_Q,eKfBl2CePiOTAl-ad3WMLw,0.9998321533203125,positive
lunch,late,late lunch,Z-SJv3keY-u2bIAnkrDq_Q,QGlNKeUFDGkT4GXA-STbcA,0.643568754196167,neutral
table,only,only table,Z-SJv3keY-u2bIAnkrDq_Q,QGlNKeUFDGkT4GXA-STbcA,0.9475409984588623,negative
chicago experience,fun,fun chicago experience,ibVYesiOQbnlqUNNedq0Eg,Vywe736_zWniyQBQCDjTkA,0.9998587369918823,positive
drink,bottomless,bottomless drink,ibVYesiOQbnlqUNNedq0Eg,Vywe736_zWniyQBQCDjTkA,0.9840351343154907,negative
college bar,medium,medium college bar,ibVYesiOQbnlqUNNedq0Eg,zaiN7CBfu9qrv_Q67OawUQ,0.7086173295974731,neutral
drink,unlimited,unlimited drink,ibVYesiOQbnlqUNNedq0Eg,QDB07TvoTCz7xWPbcMMqBA,0.9962964653968811,positive
food,more,more food,3QMf_Zi8ZpmAZ4QTbs3HjA,HctU2rb5L7kXEPW7XrUzcA,0.9992020726203918,positive
soup,hot,hot soup,3QMf_Zi8ZpmAZ4QTbs3HjA,HctU2rb5L7kXEPW7XrUzcA,0.9907563328742981,positive
soup,best,best soup,3QMf_Zi8ZpmAZ4QTbs3HjA,HctU2rb5L7kXEPW7XrUzcA,0.9990715980529785,positive
city,entire,entire city,3QMf_Zi8ZpmAZ4QTbs3HjA,HctU2rb5L7kXEPW7XrUzcA,0.9980864524841309,positive
cook pork,magnificent,magnificent cook pork,3QMf_Zi8ZpmAZ4QTbs3HjA,HctU2rb5L7kXEPW7XrUzcA,0.9997714161872864,positive
restaurant,best,best restaurant,3QMf_Zi8ZpmAZ4QTbs3HjA,4vT5Mj3GyHVUIm84latBHA,0.9998323917388916,positive
restaurant,chinese,chinese restaurant,3QMf_Zi8ZpmAZ4QTbs3HjA,4vT5Mj3GyHVUIm84latBHA,0.9961839318275452,positive
planet,entire,entire planet,3QMf_Zi8ZpmAZ4QTbs3HjA,4vT5Mj3GyHVUIm84latBHA,0.9986072182655334,positive
dees restaurant,more,more dees restaurant,3QMf_Zi8ZpmAZ4QTbs3HjA,4vT5Mj3GyHVUIm84latBHA,0.7995274066925049,neutral
burrito,better,better burrito,QtgbDggYQtR4AdTmBeAxBQ,zKlUn5RPQg5xjIbw6xk4sA,0.8659120798110962,neutral
taco shop,true,true taco shop,QtgbDggYQtR4AdTmBeAxBQ,iw-iR3t3_zZye4NIozA_iA,0.9995786547660828,positive
grace,little,little grace,QtgbDggYQtR4AdTmBeAxBQ,iw-iR3t3_zZye4NIozA_iA,0.9901418089866638,positive
place,best,best place,QtgbDggYQtR4AdTmBeAxBQ,wxt80FOcajBWKylj4dQTCQ,0.9998294115066528,positive
burrito,hefty,hefty burrito,QtgbDggYQtR4AdTmBeAxBQ,wxt80FOcajBWKylj4dQTCQ,0.756069540977478,neutral
people,helpful,helpful people,QtgbDggYQtR4AdTmBeAxBQ,wxt80FOcajBWKylj4dQTCQ,0.9997246861457825,positive
food,delicious,delicious food,SoZeRuczs4AECTVmTuHDRQ,u7RS-AP9g7zzyIZ4GWWuiA,0.9998754262924194,positive
service,friendly,friendly service,SoZeRuczs4AECTVmTuHDRQ,u7RS-AP9g7zzyIZ4GWWuiA,0.9998258948326111,positive
customer service,poor,poor customer service,SoZeRuczs4AECTVmTuHDRQ,9eD1qyotTjJLDjVKgVP-uA,0.9998013377189636,negative
time,many,many time,SoZeRuczs4AECTVmTuHDRQ,9eD1qyotTjJLDjVKgVP-uA,0.9587773680686951,positive
bar feel,dive,dive bar feel,SoZeRuczs4AECTVmTuHDRQ,_iWZx9ay1BcaU5iUmNLgdw,0.8689263463020325,neutral
we,impressed,impressed we,SoZeRuczs4AECTVmTuHDRQ,_iWZx9ay1BcaU5iUmNLgdw,0.9998375177383423,positive
beer,few,few beer,SoZeRuczs4AECTVmTuHDRQ,_iWZx9ay1BcaU5iUmNLgdw,0.8639096617698669,neutral
server,friendly,friendly server,SoZeRuczs4AECTVmTuHDRQ,_iWZx9ay1BcaU5iUmNLgdw,0.9985190033912659,positive
lakeview location,clean,clean lakeview location,ADTh1H-hc4ju5g-Ii6QF1Q,nbIrFDd1KK7ukBcaOBU62A,0.9997895359992981,positive
service,quick,quick service,ADTh1H-hc4ju5g-Ii6QF1Q,nbIrFDd1KK7ukBcaOBU62A,0.9939091205596924,positive
parking,brutal,brutal parking,ADTh1H-hc4ju5g-Ii6QF1Q,nbIrFDd1KK7ukBcaOBU62A,0.9947119951248169,negative
beef hash,corned,corned beef hash,ADTh1H-hc4ju5g-Ii6QF1Q,nbIrFDd1KK7ukBcaOBU62A,0.9940052628517151,negative
egg,easy,easy egg,ADTh1H-hc4ju5g-Ii6QF1Q,nbIrFDd1KK7ukBcaOBU62A,0.9033049941062927,positive
clue,first,first clue,ADTh1H-hc4ju5g-Ii6QF1Q,LMDeDrhOQrN36qW1IpYS_w,0.9863157868385315,positive
experience,great,great experience,ADTh1H-hc4ju5g-Ii6QF1Q,LMDeDrhOQrN36qW1IpYS_w,0.9998718500137329,positive
food,great,great food,ADTh1H-hc4ju5g-Ii6QF1Q,iIqmJ_B4_GPE3Kz71qD5MA,0.9998766183853149,positive
service,great,great service,ADTh1H-hc4ju5g-Ii6QF1Q,iIqmJ_B4_GPE3Kz71qD5MA,0.9998434782028198,positive
lobster roll,amazing,amazing lobster roll,lmqIIr8bXvsIrfgS6JIYBg,7HWNkGb2I21BfSFwAXOqKQ,0.9998050332069397,positive
coleslaw,best,best coleslaw,lmqIIr8bXvsIrfgS6JIYBg,7HWNkGb2I21BfSFwAXOqKQ,0.9997909665107727,positive
coleslaw,fresh,fresh coleslaw,lmqIIr8bXvsIrfgS6JIYBg,7HWNkGb2I21BfSFwAXOqKQ,0.9994852542877197,positive
patron,younger,younger patron,lmqIIr8bXvsIrfgS6JIYBg,Xz_4u_TB1YY5VEh1kp2XFw,0.9952257871627808,positive
night,last,last night,lmqIIr8bXvsIrfgS6JIYBg,njCIj0ByF15ebW9okwwn5w,0.9875023365020752,positive
bagel,best,best bagel,lmqIIr8bXvsIrfgS6JIYBg,njCIj0ByF15ebW9okwwn5w,0.9997023940086365,positive
tj,busy,busy tj,qRwOAQ7XCVWJUoLGOx8b4w,DlUP45GCno2touRj249zTA,0.9984636306762695,negative
one,biggest,biggest one,qRwOAQ7XCVWJUoLGOx8b4w,lFbpTvm8837K-Cip1zMKkQ,0.999580442905426,positive
one,bigger,bigger one,qRwOAQ7XCVWJUoLGOx8b4w,lFbpTvm8837K-Cip1zMKkQ,0.9997658133506775,positive
cranberry,organic,organic cranberry,qRwOAQ7XCVWJUoLGOx8b4w,lFbpTvm8837K-Cip1zMKkQ,0.9979358911514282,positive
cranberry,dry,dry cranberry,qRwOAQ7XCVWJUoLGOx8b4w,lFbpTvm8837K-Cip1zMKkQ,0.9987319111824036,negative
place,great,great place,Bmc0wjoqFH1kSBMPSrj0xw,ToLdxJOci5ZU1vFnfeoi_A,0.9998757839202881,positive
customer,overreacting,overreacting customer,Bmc0wjoqFH1kSBMPSrj0xw,ToLdxJOci5ZU1vFnfeoi_A,0.9986152648925781,negative
customer,unhappy,unhappy customer,Bmc0wjoqFH1kSBMPSrj0xw,ToLdxJOci5ZU1vFnfeoi_A,0.9995649456977844,negative
lion pub,red,red lion pub,Bmc0wjoqFH1kSBMPSrj0xw,bHqgGCfS_C7Y3LprcvuSDg,0.9557269215583801,positive
pretzel,amazing,amazing pretzel,Bmc0wjoqFH1kSBMPSrj0xw,bHqgGCfS_C7Y3LprcvuSDg,0.9998565912246704,positive
shepherds pie,amazing,amazing shepherds pie,Bmc0wjoqFH1kSBMPSrj0xw,bHqgGCfS_C7Y3LprcvuSDg,0.9998277425765991,positive
lion pub,red,red lion pub,Bmc0wjoqFH1kSBMPSrj0xw,-DI6koDW6Esz6J8wqX8Lgw,0.9557269215583801,positive
spot,cozy,cozy spot,Bmc0wjoqFH1kSBMPSrj0xw,-DI6koDW6Esz6J8wqX8Lgw,0.9998142123222351,positive
pub vibe,british,british pub vibe,Bmc0wjoqFH1kSBMPSrj0xw,-DI6koDW6Esz6J8wqX8Lgw,0.9481349587440491,positive
month,warmer,warmer month,ksGX7fwYaj-SGCTjA_W14Q,m_X6a7k994uXW3DR0x9W3g,0.9966413974761963,positive
patio,awesome,awesome patio,ksGX7fwYaj-SGCTjA_W14Q,m_X6a7k994uXW3DR0x9W3g,0.9998633861541748,positive
favorite,absolute,absolute favorite,ksGX7fwYaj-SGCTjA_W14Q,m_X6a7k994uXW3DR0x9W3g,0.9997759461402893,positive
food,good,good food,ksGX7fwYaj-SGCTjA_W14Q,58EBdxRvFTFW6iAOgWhy0Q,0.999862551689148,positive
ambiance,intimate,intimate ambiance,ksGX7fwYaj-SGCTjA_W14Q,58EBdxRvFTFW6iAOgWhy0Q,0.9998409748077393,positive
experience,good,good experience,ksGX7fwYaj-SGCTjA_W14Q,kvd_pfscfO48E2ndobQrhA,0.9998599290847778,positive
server,sweet,sweet server,ksGX7fwYaj-SGCTjA_W14Q,kvd_pfscfO48E2ndobQrhA,0.9973859190940857,positive
server,attentive,attentive server,ksGX7fwYaj-SGCTjA_W14Q,kvd_pfscfO48E2ndobQrhA,0.9925091862678528,positive
issue,main,main issue,ksGX7fwYaj-SGCTjA_W14Q,kvd_pfscfO48E2ndobQrhA,0.9346076250076294,positive
employee,sweet,sweet employee,ffvh_whpqJKHDHiVzzDf8w,U7j5lWyT2ci1D26MS1xhJQ,0.9991458654403687,positive
lunch deal,good,good lunch deal,ffvh_whpqJKHDHiVzzDf8w,U7j5lWyT2ci1D26MS1xhJQ,0.9998490810394287,positive
noods,thick,thick noods,ffvh_whpqJKHDHiVzzDf8w,aLKuhuTwvkBbD1-CAMRjmw,0.9898453950881958,negative
chew,perfect,perfect chew,ffvh_whpqJKHDHiVzzDf8w,aLKuhuTwvkBbD1-CAMRjmw,0.9994345307350159,positive
maki roll,many,many maki roll,ffvh_whpqJKHDHiVzzDf8w,aLKuhuTwvkBbD1-CAMRjmw,0.9929108023643494,positive
maki roll,amazing,amazing maki roll,ffvh_whpqJKHDHiVzzDf8w,aLKuhuTwvkBbD1-CAMRjmw,0.9998754262924194,positive
food,excellent,excellent food,ffvh_whpqJKHDHiVzzDf8w,kNmsy7ESrBqq8eIHOHQ1SQ,0.999870777130127,positive
street,main,main street,ffvh_whpqJKHDHiVzzDf8w,kNmsy7ESrBqq8eIHOHQ1SQ,0.9942546486854553,positive
sushi spot,great,great sushi spot,3sm8J2udv3uybZRCNWN5uA,dOGScgSCgvqab0q0mtwRiQ,0.9998030066490173,positive
sushi spot,ayce,ayce sushi spot,3sm8J2udv3uybZRCNWN5uA,dOGScgSCgvqab0q0mtwRiQ,0.9316332340240479,positive
nigiri,good,good nigiri,3sm8J2udv3uybZRCNWN5uA,dOGScgSCgvqab0q0mtwRiQ,0.9998375177383423,positive
food,cooked,cooked food,3sm8J2udv3uybZRCNWN5uA,dOGScgSCgvqab0q0mtwRiQ,0.9996205568313599,positive
sushi,fresh,fresh sushi,3sm8J2udv3uybZRCNWN5uA,i4QY66653v7_B2EM9aXfHA,0.9996092915534973,positive
sushi,delicious,delicious sushi,3sm8J2udv3uybZRCNWN5uA,i4QY66653v7_B2EM9aXfHA,0.9998632669448853,positive
nigiri,traditional,traditional nigiri,3sm8J2udv3uybZRCNWN5uA,i4QY66653v7_B2EM9aXfHA,0.9949986934661865,positive
roll,adventurous,adventurous roll,3sm8J2udv3uybZRCNWN5uA,i4QY66653v7_B2EM9aXfHA,0.9998633861541748,positive
sushi boat,fun,fun sushi boat,3sm8J2udv3uybZRCNWN5uA,i4QY66653v7_B2EM9aXfHA,0.9997820258140564,positive
ice,dry,dry ice,3sm8J2udv3uybZRCNWN5uA,i4QY66653v7_B2EM9aXfHA,0.9984022974967957,negative
food,great,great food,IvPHql5UloizrbYL1zrEXg,MJA6dYgBgXDV3kFkthgXXw,0.9998766183853149,positive
pickup,timely,timely pickup,IvPHql5UloizrbYL1zrEXg,_nuGuLh_t7LH87XWnaOFgQ,0.998062789440155,positive
dinner,affordable,affordable dinner,IvPHql5UloizrbYL1zrEXg,_nuGuLh_t7LH87XWnaOFgQ,0.9997281432151794,positive
portion,reasonable,reasonable portion,IvPHql5UloizrbYL1zrEXg,_nuGuLh_t7LH87XWnaOFgQ,0.9994162321090698,positive
place,cute,cute place,IvPHql5UloizrbYL1zrEXg,GM2KxI7_w1IBoaS23Fj6iQ,0.9998700618743896,positive
place,sooo,sooo place,IvPHql5UloizrbYL1zrEXg,GM2KxI7_w1IBoaS23Fj6iQ,0.9734655618667603,negative
place,delish,delish place,IvPHql5UloizrbYL1zrEXg,GM2KxI7_w1IBoaS23Fj6iQ,0.9984639883041382,negative
everyone,nice,nice everyone,IvPHql5UloizrbYL1zrEXg,GM2KxI7_w1IBoaS23Fj6iQ,0.9998341798782349,positive
people,healthy,healthy people,IvPHql5UloizrbYL1zrEXg,GM2KxI7_w1IBoaS23Fj6iQ,0.9998102784156799,positive
food,best,best food,IMZE58oaY-gRlv3qK9BCdw,I1jrKRU45qQmaz-RAHf44g,0.9998595714569092,positive
food,thai,thai food,IMZE58oaY-gRlv3qK9BCdw,I1jrKRU45qQmaz-RAHf44g,0.9991989731788635,positive
